id,homonym,judge_meaning,suprisal_GPT2_large,average,sentence,modified_sentence
1998,change,an event that occurs when something passes from one state or phase to another,3.526761770248413,4.2,She was looking for change.,She was looking for [an event that occurs when something passes from one state or phase to another] change.
1999,change,coins of small denomination regarded collectively,3.861828088760376,1.6,She was looking for change.,She was looking for [coins of small denomination regarded collectively] change.
2000,change,an event that occurs when something passes from one state or phase to another,3.7013440132141113,2.8,She was looking for change.,She was looking for [an event that occurs when something passes from one state or phase to another] change.
2001,change,coins of small denomination regarded collectively,3.987375020980835,4.8,She was looking for change.,She was looking for [coins of small denomination regarded collectively] change.
2002,change,an event that occurs when something passes from one state or phase to another,3.6221039295196533,3.2,She was looking for change.,She was looking for [an event that occurs when something passes from one state or phase to another] change.
2003,change,coins of small denomination regarded collectively,3.9847748279571533,3.2,She was looking for change.,She was looking for [coins of small denomination regarded collectively] change.
2004,change,an event that occurs when something passes from one state or phase to another,3.5019893646240234,4.6,She wasn't capable of handling change.,She wasn't capable of handling [an event that occurs when something passes from one state or phase to another] change.
2005,change,the balance of money received when the amount you tender is greater than the amount due,3.577404260635376,1.4,She wasn't capable of handling change.,She wasn't capable of handling [the balance of money received when the amount you tender is greater than the amount due] change.
2006,change,an event that occurs when something passes from one state or phase to another,3.6469099521636963,3.8,She wasn't capable of handling change.,She wasn't capable of handling [an event that occurs when something passes from one state or phase to another] change.
2007,change,the balance of money received when the amount you tender is greater than the amount due,3.6110496520996094,3.4,She wasn't capable of handling change.,She wasn't capable of handling [the balance of money received when the amount you tender is greater than the amount due] change.
2008,change,an event that occurs when something passes from one state or phase to another,3.8688602447509766,4.2,She wasn't capable of handling change.,She wasn't capable of handling [an event that occurs when something passes from one state or phase to another] change.
2009,change,the balance of money received when the amount you tender is greater than the amount due,3.906031847000122,2.2,She wasn't capable of handling change.,She wasn't capable of handling [the balance of money received when the amount you tender is greater than the amount due] change.
2010,change,an event that occurs when something passes from one state or phase to another,3.3398237228393555,1.6,"After the change, she noticed some coins left in the machine.","After the [an event that occurs when something passes from one state or phase to another] change, she noticed some coins left in the machine."
2011,change,coins of small denomination regarded collectively,3.539310932159424,4.6,"After the change, she noticed some coins left in the machine.","After the [coins of small denomination regarded collectively] change, she noticed some coins left in the machine."
2012,change,an event that occurs when something passes from one state or phase to another,3.213080406188965,2.6,"After the change, she noticed some coins left in the machine.","After the [an event that occurs when something passes from one state or phase to another] change, she noticed some coins left in the machine."
2013,change,coins of small denomination regarded collectively,3.421396017074585,4.6,"After the change, she noticed some coins left in the machine.","After the [coins of small denomination regarded collectively] change, she noticed some coins left in the machine."
2014,change,an event that occurs when something passes from one state or phase to another,3.593677043914795,1.4,"After the change, she noticed some coins left in the machine.","After the [an event that occurs when something passes from one state or phase to another] change, she noticed some coins left in the machine."
2015,change,coins of small denomination regarded collectively,3.9149653911590576,4.4,"After the change, she noticed some coins left in the machine.","After the [coins of small denomination regarded collectively] change, she noticed some coins left in the machine."
2016,flag,become less intense,3.383160352706909,4.8,They started to flag when they reached their destination.,They started to [become less intense] flag when they reached their destination.
2017,flag,communicate or signal with a flag,3.3010151386260986,2.8,They started to flag when they reached their destination.,They started to [communicate or signal with a flag] flag when they reached their destination.
2018,flag,become less intense,3.393134593963623,1.2,They started to flag when they reached their destination.,They started to [become less intense] flag when they reached their destination.
2019,flag,communicate or signal with a flag,3.2275266647338867,4.8,They started to flag when they reached their destination.,They started to [communicate or signal with a flag] flag when they reached their destination.
2020,flag,become less intense,3.4706785678863525,2.2,They started to flag when they reached their destination.,They started to [become less intense] flag when they reached their destination.
2021,flag,communicate or signal with a flag,3.308657169342041,3.6,They started to flag when they reached their destination.,They started to [communicate or signal with a flag] flag when they reached their destination.
2022,flag,become less intense,3.1539528369903564,4.4,The man on the top of the hill had visibly started to flag.,The man on the top of the hill had visibly started to [become less intense] flag.
2023,flag,communicate or signal with a flag,3.17264461517334,2.4,The man on the top of the hill had visibly started to flag.,The man on the top of the hill had visibly started to [communicate or signal with a flag] flag.
2024,flag,become less intense,3.2369303703308105,2.2,The man on the top of the hill had visibly started to flag.,The man on the top of the hill had visibly started to [become less intense] flag.
2025,flag,communicate or signal with a flag,3.2184770107269287,4.4,The man on the top of the hill had visibly started to flag.,The man on the top of the hill had visibly started to [communicate or signal with a flag] flag.
2026,flag,become less intense,3.3730270862579346,2.6,The man on the top of the hill had visibly started to flag.,The man on the top of the hill had visibly started to [become less intense] flag.
2027,flag,communicate or signal with a flag,3.3461790084838867,2.2,The man on the top of the hill had visibly started to flag.,The man on the top of the hill had visibly started to [communicate or signal with a flag] flag.
2028,late,after the expected or usual time; delayed,3.6911704540252686,2.0,He spoke about his late son at a wedding.,He spoke about his [after the expected or usual time; delayed] late son at a wedding.
2029,late,having died recently,3.4887924194335938,2.8,He spoke about his late son at a wedding.,He spoke about his [having died recently] late son at a wedding.
2030,late,after the expected or usual time; delayed,3.4634156227111816,1.8,He spoke about his late son at a wedding.,He spoke about his [after the expected or usual time; delayed] late son at a wedding.
2031,late,having died recently,3.2349579334259033,4.8,He spoke about his late son at a wedding.,He spoke about his [having died recently] late son at a wedding.
2032,late,after the expected or usual time; delayed,3.7101261615753174,1.6,He spoke about his late son at a wedding.,He spoke about his [after the expected or usual time; delayed] late son at a wedding.
2033,late,having died recently,3.455589532852173,5.0,He spoke about his late son at a wedding.,He spoke about his [having died recently] late son at a wedding.
2034,reception,a formal party of people; as after a wedding,3.201695203781128,2.0,The reception was not very good.,The [a formal party of people; as after a wedding] reception was not very good.
2035,reception,quality or fidelity of a received broadcast,3.248361587524414,2.4,The reception was not very good.,The [quality or fidelity of a received broadcast] reception was not very good.
2036,reception,a formal party of people; as after a wedding,3.1538519859313965,1.0,The reception was not very good.,The [a formal party of people; as after a wedding] reception was not very good.
2037,reception,quality or fidelity of a received broadcast,3.0982446670532227,4.8,The reception was not very good.,The [quality or fidelity of a received broadcast] reception was not very good.
2038,reception,a formal party of people; as after a wedding,3.4121081829071045,1.0,The reception was not very good.,The [a formal party of people; as after a wedding] reception was not very good.
2039,reception,quality or fidelity of a received broadcast,3.334372043609619,4.6,The reception was not very good.,The [quality or fidelity of a received broadcast] reception was not very good.
2040,reception,a formal party of people; as after a wedding,3.151038408279419,2.0,They were disappointed by the reception at the venue.,They were disappointed by the [a formal party of people; as after a wedding] reception at the venue.
2041,reception,quality or fidelity of a received broadcast,3.15706205368042,1.4,They were disappointed by the reception at the venue.,They were disappointed by the [quality or fidelity of a received broadcast] reception at the venue.
2042,reception,a formal party of people; as after a wedding,3.2302539348602295,2.6,They were disappointed by the reception at the venue.,They were disappointed by the [a formal party of people; as after a wedding] reception at the venue.
2043,reception,quality or fidelity of a received broadcast,3.1593081951141357,3.2,They were disappointed by the reception at the venue.,They were disappointed by the [quality or fidelity of a received broadcast] reception at the venue.
2044,reception,a formal party of people; as after a wedding,3.3183493614196777,1.8,They were disappointed by the reception at the venue.,They were disappointed by the [a formal party of people; as after a wedding] reception at the venue.
2045,reception,quality or fidelity of a received broadcast,3.291933059692383,1.2,They were disappointed by the reception at the venue.,They were disappointed by the [quality or fidelity of a received broadcast] reception at the venue.
2046,reception,a formal party of people; as after a wedding,3.348159074783325,1.6,The reception he received was better than he had expected.,The [a formal party of people; as after a wedding] reception he received was better than he had expected.
2047,reception,(American football) the act of catching a pass in football,3.4115335941314697,1.2,The reception he received was better than he had expected.,The [(American football) the act of catching a pass in football] reception he received was better than he had expected.
2048,reception,a formal party of people; as after a wedding,3.4610674381256104,2.0,The reception he received was better than he had expected.,The [a formal party of people; as after a wedding] reception he received was better than he had expected.
2049,reception,(American football) the act of catching a pass in football,3.25716233253479,3.2,The reception he received was better than he had expected.,The [(American football) the act of catching a pass in football] reception he received was better than he had expected.
2050,reception,a formal party of people; as after a wedding,3.5149173736572266,2.0,The reception he received was better than he had expected.,The [a formal party of people; as after a wedding] reception he received was better than he had expected.
2051,reception,(American football) the act of catching a pass in football,3.5379321575164795,1.6,The reception he received was better than he had expected.,The [(American football) the act of catching a pass in football] reception he received was better than he had expected.
2052,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.085888147354126,1.0,He was mesmerized by the scales.,He was mesmerized by the [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales.
2053,scales,a flattened rigid plate forming part of the body covering of many animals,3.162386178970337,4.6,He was mesmerized by the scales.,He was mesmerized by the [a flattened rigid plate forming part of the body covering of many animals] scales.
2054,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.17861270904541,1.0,He was mesmerized by the scales.,He was mesmerized by the [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales.
2055,scales,a flattened rigid plate forming part of the body covering of many animals,3.1808111667633057,4.2,He was mesmerized by the scales.,He was mesmerized by the [a flattened rigid plate forming part of the body covering of many animals] scales.
2056,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.1922314167022705,1.8,He was mesmerized by the scales.,He was mesmerized by the [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales.
2057,scales,a flattened rigid plate forming part of the body covering of many animals,3.2694623470306396,5.0,He was mesmerized by the scales.,He was mesmerized by the [a flattened rigid plate forming part of the body covering of many animals] scales.
2058,scale,relative magnitude,3.0338616371154785,4.0,The project manager checked the scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.,The project manager checked the [relative magnitude] scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.
2059,scale,a measuring instrument for weighing; shows amount of mass,3.327040433883667,1.6,The project manager checked the scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.,The project manager checked the [a measuring instrument for weighing; shows amount of mass] scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.
2060,scale,relative magnitude,3.1057724952697754,3.0,The project manager checked the scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.,The project manager checked the [relative magnitude] scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.
2061,scale,a measuring instrument for weighing; shows amount of mass,3.400750160217285,1.4,The project manager checked the scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.,The project manager checked the [a measuring instrument for weighing; shows amount of mass] scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.
2062,scale,relative magnitude,3.0623960494995117,3.6,The project manager checked the scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.,The project manager checked the [relative magnitude] scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.
2063,scale,a measuring instrument for weighing; shows amount of mass,3.413675308227539,1.8,The project manager checked the scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.,The project manager checked the [a measuring instrument for weighing; shows amount of mass] scale to make sure the budget was in line with expectations. This could mean either checking the magnitude of the project or using a measuring instrument.
2064,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.2074978351593018,5.0,She had never before witnessed such beautiful scales; they were quite breathtaking.,She had never before witnessed such beautiful [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales; they were quite breathtaking.
2065,scales,a flattened rigid plate forming part of the body covering of many animals,3.4789392948150635,1.4,She had never before witnessed such beautiful scales; they were quite breathtaking.,She had never before witnessed such beautiful [a flattened rigid plate forming part of the body covering of many animals] scales; they were quite breathtaking.
2066,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.3007731437683105,2.0,She had never before witnessed such beautiful scales; they were quite breathtaking.,She had never before witnessed such beautiful [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales; they were quite breathtaking.
2067,scales,a flattened rigid plate forming part of the body covering of many animals,3.4486496448516846,2.8,She had never before witnessed such beautiful scales; they were quite breathtaking.,She had never before witnessed such beautiful [a flattened rigid plate forming part of the body covering of many animals] scales; they were quite breathtaking.
2068,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.284214973449707,3.8,She had never before witnessed such beautiful scales; they were quite breathtaking.,She had never before witnessed such beautiful [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales; they were quite breathtaking.
2069,scales,a flattened rigid plate forming part of the body covering of many animals,3.4988479614257812,2.0,She had never before witnessed such beautiful scales; they were quite breathtaking.,She had never before witnessed such beautiful [a flattened rigid plate forming part of the body covering of many animals] scales; they were quite breathtaking.
2070,scale,relative magnitude,3.133286714553833,5.0,"From a distance, the scale was hard to fully grasp.","From a distance, the [relative magnitude] scale was hard to fully grasp."
2071,scale,a flattened rigid plate forming part of the body covering of many animals,3.550750255584717,2.8,"From a distance, the scale was hard to fully grasp.","From a distance, the [a flattened rigid plate forming part of the body covering of many animals] scale was hard to fully grasp."
2072,scale,relative magnitude,3.202772617340088,3.4,"From a distance, the scale was hard to fully grasp.","From a distance, the [relative magnitude] scale was hard to fully grasp."
2073,scale,a flattened rigid plate forming part of the body covering of many animals,3.527190685272217,2.2,"From a distance, the scale was hard to fully grasp.","From a distance, the [a flattened rigid plate forming part of the body covering of many animals] scale was hard to fully grasp."
2074,scale,relative magnitude,3.250521183013916,3.6,"From a distance, the scale was hard to fully grasp.","From a distance, the [relative magnitude] scale was hard to fully grasp."
2075,scale,a flattened rigid plate forming part of the body covering of many animals,3.678953170776367,1.4,"From a distance, the scale was hard to fully grasp.","From a distance, the [a flattened rigid plate forming part of the body covering of many animals] scale was hard to fully grasp."
2076,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.517636775970459,4.6,There are a lot of scales.,There are a lot of [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales.
2077,scales,a flattened rigid plate forming part of the body covering of many animals,3.740173578262329,2.0,There are a lot of scales.,There are a lot of [a flattened rigid plate forming part of the body covering of many animals] scales.
2078,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.737675666809082,2.8,There are a lot of scales.,There are a lot of [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales.
2079,scales,a flattened rigid plate forming part of the body covering of many animals,3.9472715854644775,3.4,There are a lot of scales.,There are a lot of [a flattened rigid plate forming part of the body covering of many animals] scales.
2080,scales,(music) a series of notes differing in pitch according to a specific scheme (usually within an octave),3.8934595584869385,1.4,There are a lot of scales.,There are a lot of [(music) a series of notes differing in pitch according to a specific scheme (usually within an octave)] scales.
2081,scales,a flattened rigid plate forming part of the body covering of many animals,4.131087779998779,2.4,There are a lot of scales.,There are a lot of [a flattened rigid plate forming part of the body covering of many animals] scales.
2082,motions,a natural event that involves a change in the position or location of something,3.6581804752349854,3.0,The motions at the Council today caused quite a stir.,The [a natural event that involves a change in the position or location of something] motions at the Council today caused quite a stir.
2083,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.770292282104492,3.6,The motions at the Council today caused quite a stir.,The [a formal proposal for action made to a deliberative assembly for discussion and vote] motions at the Council today caused quite a stir.
2084,motions,a natural event that involves a change in the position or location of something,3.7502012252807617,2.8,The motions at the Council today caused quite a stir.,The [a natural event that involves a change in the position or location of something] motions at the Council today caused quite a stir.
2085,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.8462305068969727,3.6,The motions at the Council today caused quite a stir.,The [a formal proposal for action made to a deliberative assembly for discussion and vote] motions at the Council today caused quite a stir.
2086,motions,a natural event that involves a change in the position or location of something,3.779932737350464,2.0,The motions at the Council today caused quite a stir.,The [a natural event that involves a change in the position or location of something] motions at the Council today caused quite a stir.
2087,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.889901638031006,4.8,The motions at the Council today caused quite a stir.,The [a formal proposal for action made to a deliberative assembly for discussion and vote] motions at the Council today caused quite a stir.
2088,motions,a natural event that involves a change in the position or location of something,3.0756208896636963,2.0,"The judge was sitting there, going through the motions.","The judge was sitting there, going through the [a natural event that involves a change in the position or location of something] motions."
2089,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.2072997093200684,4.0,"The judge was sitting there, going through the motions.","The judge was sitting there, going through the [a formal proposal for action made to a deliberative assembly for discussion and vote] motions."
2090,motions,a natural event that involves a change in the position or location of something,3.332883834838867,1.8,"The judge was sitting there, going through the motions.","The judge was sitting there, going through the [a natural event that involves a change in the position or location of something] motions."
2091,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.513307571411133,2.0,"The judge was sitting there, going through the motions.","The judge was sitting there, going through the [a formal proposal for action made to a deliberative assembly for discussion and vote] motions."
2092,motions,a natural event that involves a change in the position or location of something,3.263422727584839,1.2,"The judge was sitting there, going through the motions.","The judge was sitting there, going through the [a natural event that involves a change in the position or location of something] motions."
2093,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.4271833896636963,3.4,"The judge was sitting there, going through the motions.","The judge was sitting there, going through the [a formal proposal for action made to a deliberative assembly for discussion and vote] motions."
2094,motions,a natural event that involves a change in the position or location of something,3.566667079925537,2.4,"During the meeting, her motions were hard to follow.","During the meeting, her [a natural event that involves a change in the position or location of something] motions were hard to follow."
2095,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.7282750606536865,3.8,"During the meeting, her motions were hard to follow.","During the meeting, her [a formal proposal for action made to a deliberative assembly for discussion and vote] motions were hard to follow."
2096,motions,a natural event that involves a change in the position or location of something,3.331064224243164,2.6,"During the meeting, her motions were hard to follow.","During the meeting, her [a natural event that involves a change in the position or location of something] motions were hard to follow."
2097,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.4174444675445557,4.2,"During the meeting, her motions were hard to follow.","During the meeting, her [a formal proposal for action made to a deliberative assembly for discussion and vote] motions were hard to follow."
2098,motions,a natural event that involves a change in the position or location of something,3.7380621433258057,2.2,"During the meeting, her motions were hard to follow.","During the meeting, her [a natural event that involves a change in the position or location of something] motions were hard to follow."
2099,motions,a formal proposal for action made to a deliberative assembly for discussion and vote,3.937608003616333,3.0,"During the meeting, her motions were hard to follow.","During the meeting, her [a formal proposal for action made to a deliberative assembly for discussion and vote] motions were hard to follow."
2100,operating,perform as expected when applied,3.3098270893096924,5.0,The surgeon’s heart monitor wasn’t operating.,The surgeon’s heart monitor wasn’t [perform as expected when applied] operating.
2101,operating,perform surgery on,3.3312549591064453,1.6,The surgeon’s heart monitor wasn’t operating.,The surgeon’s heart monitor wasn’t [perform surgery on] operating.
2102,operating,perform as expected when applied,3.5686237812042236,5.0,The surgeon’s heart monitor wasn’t operating.,The surgeon’s heart monitor wasn’t [perform as expected when applied] operating.
2103,operating,perform surgery on,3.5431575775146484,1.6,The surgeon’s heart monitor wasn’t operating.,The surgeon’s heart monitor wasn’t [perform surgery on] operating.
2104,operating,perform as expected when applied,3.636200428009033,5.0,The surgeon’s heart monitor wasn’t operating.,The surgeon’s heart monitor wasn’t [perform as expected when applied] operating.
2105,operating,perform surgery on,3.6484649181365967,2.2,The surgeon’s heart monitor wasn’t operating.,The surgeon’s heart monitor wasn’t [perform surgery on] operating.
2106,operate,perform as expected when applied,3.264962911605835,2.2,The surgeon was expected to operate.,The surgeon was expected to [perform as expected when applied] operate.
2107,operate,perform surgery on,3.057450771331787,4.8,The surgeon was expected to operate.,The surgeon was expected to [perform surgery on] operate.
2108,operate,perform as expected when applied,3.6299638748168945,2.8,The surgeon was expected to operate.,The surgeon was expected to [perform as expected when applied] operate.
2109,operate,perform surgery on,3.4199435710906982,4.8,The surgeon was expected to operate.,The surgeon was expected to [perform surgery on] operate.
2110,operate,perform as expected when applied,3.5458483695983887,1.8,The surgeon was expected to operate.,The surgeon was expected to [perform as expected when applied] operate.
2111,operate,perform surgery on,3.224297523498535,5.0,The surgeon was expected to operate.,The surgeon was expected to [perform surgery on] operate.
2112,operate,perform as expected when applied,3.7422077655792236,2.8,Chloe was to operate on Tuesday evening.,Chloe was to [perform as expected when applied] operate on Tuesday evening.
2113,operate,perform surgery on,3.5295488834381104,2.4,Chloe was to operate on Tuesday evening.,Chloe was to [perform surgery on] operate on Tuesday evening.
2114,operate,perform as expected when applied,3.668713331222534,1.0,Chloe was to operate on Tuesday evening.,Chloe was to [perform as expected when applied] operate on Tuesday evening.
2115,operate,perform surgery on,3.428966760635376,4.6,Chloe was to operate on Tuesday evening.,Chloe was to [perform surgery on] operate on Tuesday evening.
2116,operate,perform as expected when applied,3.8637807369232178,2.6,Chloe was to operate on Tuesday evening.,Chloe was to [perform as expected when applied] operate on Tuesday evening.
2117,operate,perform surgery on,3.6105360984802246,3.8,Chloe was to operate on Tuesday evening.,Chloe was to [perform surgery on] operate on Tuesday evening.
2118,operate,perform as expected when applied,3.7756175994873047,3.6,He found it difficult to operate today.,He found it difficult to [perform as expected when applied] operate today.
2119,operate,perform surgery on,3.4738032817840576,2.8,He found it difficult to operate today.,He found it difficult to [perform surgery on] operate today.
2120,operate,perform as expected when applied,3.3929412364959717,2.8,He found it difficult to operate today.,He found it difficult to [perform as expected when applied] operate today.
2121,operate,perform surgery on,3.135521650314331,3.8,He found it difficult to operate today.,He found it difficult to [perform surgery on] operate today.
2122,operate,perform as expected when applied,3.7952048778533936,4.2,He found it difficult to operate today.,He found it difficult to [perform as expected when applied] operate today.
2123,operate,perform surgery on,3.4042067527770996,3.8,He found it difficult to operate today.,He found it difficult to [perform surgery on] operate today.
2124,lick,find the solution to (a problem or question) or understand the meaning of,3.708707332611084,4.6,"Having seen several examples, he feels this one is an easy lick.","Having seen several examples, he feels this one is an easy [find the solution to (a problem or question) or understand the meaning of] lick."
2125,lick,take up with the tongue,3.7192695140838623,1.0,"Having seen several examples, he feels this one is an easy lick.","Having seen several examples, he feels this one is an easy [take up with the tongue] lick."
2126,lick,find the solution to (a problem or question) or understand the meaning of,3.866321563720703,2.4,"Having seen several examples, he feels this one is an easy lick.","Having seen several examples, he feels this one is an easy [find the solution to (a problem or question) or understand the meaning of] lick."
2127,lick,take up with the tongue,3.829244613647461,1.6,"Having seen several examples, he feels this one is an easy lick.","Having seen several examples, he feels this one is an easy [take up with the tongue] lick."
2128,lick,find the solution to (a problem or question) or understand the meaning of,3.7990312576293945,3.8,"Having seen several examples, he feels this one is an easy lick.","Having seen several examples, he feels this one is an easy [find the solution to (a problem or question) or understand the meaning of] lick."
2129,lick,take up with the tongue,3.815938949584961,1.0,"Having seen several examples, he feels this one is an easy lick.","Having seen several examples, he feels this one is an easy [take up with the tongue] lick."
2130,licked,find the solution to (a problem or question) or understand the meaning of,3.8324296474456787,2.0,The house cat made sure to have the newest kitten licked.,The house cat made sure to have the newest kitten [find the solution to (a problem or question) or understand the meaning of] licked.
2131,licked,take up with the tongue,3.7858712673187256,4.8,The house cat made sure to have the newest kitten licked.,The house cat made sure to have the newest kitten [take up with the tongue] licked.
2132,licked,find the solution to (a problem or question) or understand the meaning of,3.8858566284179688,1.4,The house cat made sure to have the newest kitten licked.,The house cat made sure to have the newest kitten [find the solution to (a problem or question) or understand the meaning of] licked.
2133,licked,take up with the tongue,3.806434392929077,4.2,The house cat made sure to have the newest kitten licked.,The house cat made sure to have the newest kitten [take up with the tongue] licked.
2134,licked,find the solution to (a problem or question) or understand the meaning of,4.1065592765808105,1.6,The house cat made sure to have the newest kitten licked.,The house cat made sure to have the newest kitten [find the solution to (a problem or question) or understand the meaning of] licked.
2135,licked,take up with the tongue,4.0687971115112305,4.0,The house cat made sure to have the newest kitten licked.,The house cat made sure to have the newest kitten [take up with the tongue] licked.
2136,story,a structure consisting of a room or set of rooms at a single position along a vertical scale,3.535444736480713,2.2,She was reading her stack of books on the first story.,She was reading her stack of books on the first [a structure consisting of a room or set of rooms at a single position along a vertical scale] story.
2137,story,a piece of fiction that narrates a chain of related events,3.4538798332214355,2.8,She was reading her stack of books on the first story.,She was reading her stack of books on the first [a piece of fiction that narrates a chain of related events] story.
2138,story,a structure consisting of a room or set of rooms at a single position along a vertical scale,3.2840607166290283,2.4,She was reading her stack of books on the first story.,She was reading her stack of books on the first [a structure consisting of a room or set of rooms at a single position along a vertical scale] story.
2139,story,a piece of fiction that narrates a chain of related events,3.1787092685699463,3.2,She was reading her stack of books on the first story.,She was reading her stack of books on the first [a piece of fiction that narrates a chain of related events] story.
2140,story,a structure consisting of a room or set of rooms at a single position along a vertical scale,3.5077383518218994,3.4,She was reading her stack of books on the first story.,She was reading her stack of books on the first [a structure consisting of a room or set of rooms at a single position along a vertical scale] story.
2141,story,a piece of fiction that narrates a chain of related events,3.3971059322357178,2.8,She was reading her stack of books on the first story.,She was reading her stack of books on the first [a piece of fiction that narrates a chain of related events] story.
2142,align,place in a line or arrange so as to be parallel or straight,3.48642635345459,3.8,Jeff took a moment to align himself properly.,Jeff took a moment to [place in a line or arrange so as to be parallel or straight] align himself properly.
2143,align,align oneself with a group or a way of thinking,3.335418939590454,2.6,Jeff took a moment to align himself properly.,Jeff took a moment to [align oneself with a group or a way of thinking] align himself properly.
2144,align,place in a line or arrange so as to be parallel or straight,3.621951103210449,2.2,Jeff took a moment to align himself properly.,Jeff took a moment to [place in a line or arrange so as to be parallel or straight] align himself properly.
2145,align,align oneself with a group or a way of thinking,3.4820590019226074,3.6,Jeff took a moment to align himself properly.,Jeff took a moment to [align oneself with a group or a way of thinking] align himself properly.
2146,align,place in a line or arrange so as to be parallel or straight,3.8710570335388184,1.8,Jeff took a moment to align himself properly.,Jeff took a moment to [place in a line or arrange so as to be parallel or straight] align himself properly.
2147,align,align oneself with a group or a way of thinking,3.71006178855896,4.4,Jeff took a moment to align himself properly.,Jeff took a moment to [align oneself with a group or a way of thinking] align himself properly.
2148,loaded,very drunk,3.4409425258636475,4.4,That guy over there is absolutely loaded.,That guy over there is absolutely [very drunk] loaded.
2149,loaded,filled with a great quantity,3.5863301753997803,2.8,That guy over there is absolutely loaded.,That guy over there is absolutely [filled with a great quantity] loaded.
2150,loaded,very drunk,3.3402621746063232,1.4,That guy over there is absolutely loaded.,That guy over there is absolutely [very drunk] loaded.
2151,loaded,filled with a great quantity,3.452237606048584,2.0,That guy over there is absolutely loaded.,That guy over there is absolutely [filled with a great quantity] loaded.
2152,loaded,very drunk,3.6193349361419678,4.2,That guy over there is absolutely loaded.,That guy over there is absolutely [very drunk] loaded.
2153,loaded,filled with a great quantity,3.7786190509796143,2.0,That guy over there is absolutely loaded.,That guy over there is absolutely [filled with a great quantity] loaded.
2154,signs,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),3.4113028049468994,3.8,"When she sees the signs, she will feel better.","When she sees the [a perceptible indication of something not immediately apparent (as a visible clue that something has happened)] signs, she will feel better."
2155,signs,structure displaying a board on which advertisements can be posted,3.4254720211029053,2.6,"When she sees the signs, she will feel better.","When she sees the [structure displaying a board on which advertisements can be posted] signs, she will feel better."
2156,signs,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),3.432363510131836,3.2,"When she sees the signs, she will feel better.","When she sees the [a perceptible indication of something not immediately apparent (as a visible clue that something has happened)] signs, she will feel better."
2157,signs,structure displaying a board on which advertisements can be posted,3.384456157684326,4.0,"When she sees the signs, she will feel better.","When she sees the [structure displaying a board on which advertisements can be posted] signs, she will feel better."
2158,signs,a perceptible indication of something not immediately apparent (as a visible clue that something has happened),3.3738913536071777,3.4,"When she sees the signs, she will feel better.","When she sees the [a perceptible indication of something not immediately apparent (as a visible clue that something has happened)] signs, she will feel better."
2159,signs,structure displaying a board on which advertisements can be posted,3.3585476875305176,3.0,"When she sees the signs, she will feel better.","When she sees the [structure displaying a board on which advertisements can be posted] signs, she will feel better."
2160,collect,call for and obtain payment of,3.1009206771850586,5.0,They had come to collect.,They had come to [call for and obtain payment of] collect.
2161,collect,assemble or get together,3.0542211532592773,1.0,They had come to collect.,They had come to [assemble or get together] collect.
2162,collect,call for and obtain payment of,3.052663564682007,3.0,They had come to collect.,They had come to [call for and obtain payment of] collect.
