precontext,sentence,ending,judged_meaning,example_sentence,text_only,example_plus_meaning,all_texts
"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",,tell anonymously,The informant leaked sensitive information.,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong. The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",Example: The informant leaked sensitive information. Meaning: tell anonymously,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong. The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from. tell anonymously The informant leaked sensitive information."
"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong.","The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",,enter or escape as through a hole or crack or fissure,Water leaked through the ceiling cracks.,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong. The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from.",Example: Water leaked through the ceiling cracks. Meaning: enter or escape as through a hole or crack or fissure,"Chris arrived at the office early, noticing a puddle forming near the entrance. He overheard colleagues whispering in the hallway, glancing toward the wet carpet. Confused, he wondered how so many people already knew something was wrong. The water pipe had burst, and somehow the entire office had found out about it, so Chris had to figure out where the leak was coming from. enter or escape as through a hole or crack or fissure Water leaked through the ceiling cracks."
"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",Who could possibly be the culprit for sharing the secret information?,tell anonymously,The informant leaked sensitive information.,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. Who could possibly be the culprit for sharing the secret information?",Example: The informant leaked sensitive information. Meaning: tell anonymously,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. Who could possibly be the culprit for sharing the secret information? tell anonymously The informant leaked sensitive information."
"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",Who could possibly be the culprit for sharing the secret information?,enter or escape as through a hole or crack or fissure,Water leaked through the ceiling cracks.,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. Who could possibly be the culprit for sharing the secret information?",Example: Water leaked through the ceiling cracks. Meaning: enter or escape as through a hole or crack or fissure,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. Who could possibly be the culprit for sharing the secret information? enter or escape as through a hole or crack or fissure Water leaked through the ceiling cracks."
"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",He scanned his notes again.,tell anonymously,The informant leaked sensitive information.,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. He scanned his notes again.",Example: The informant leaked sensitive information. Meaning: tell anonymously,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. He scanned his notes again. tell anonymously The informant leaked sensitive information."
"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",He scanned his notes again.,enter or escape as through a hole or crack or fissure,Water leaked through the ceiling cracks.,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. He scanned his notes again.",Example: Water leaked through the ceiling cracks. Meaning: enter or escape as through a hole or crack or fissure,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. He scanned his notes again. enter or escape as through a hole or crack or fissure Water leaked through the ceiling cracks."
"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",,tell anonymously,The informant leaked sensitive information.,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble.",Example: The informant leaked sensitive information. Meaning: tell anonymously,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. tell anonymously The informant leaked sensitive information."
"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today.","Because it had leaked, Rory thought he would probably get into trouble.",,enter or escape as through a hole or crack or fissure,Water leaked through the ceiling cracks.,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble.",Example: Water leaked through the ceiling cracks. Meaning: enter or escape as through a hole or crack or fissure,"Rory had been working on a confidential project for weeks. He knew the details were sensitive and could not be shared. However, something wasn't right when he checked his notes today. Because it had leaked, Rory thought he would probably get into trouble. enter or escape as through a hole or crack or fissure Water leaked through the ceiling cracks."
"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,"Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble.",a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,I need manila folders for my documents.,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble.",Example: I need manila folders for my documents. Meaning: a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble. a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp I need manila folders for my documents."
"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,"Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble.",the capital and largest city of the Philippines; located on southern Luzon,I visited Manila last summer.,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble.",Example: I visited Manila last summer. Meaning: the capital and largest city of the Philippines; located on southern Luzon,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. Reflecting a smooth, light brown yet still cardboard-type finish that old documents resemble. the capital and largest city of the Philippines; located on southern Luzon I visited Manila last summer."
"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,She felt it would help remind her of the amazing time that she spent in the Philippines.,a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,I need manila folders for my documents.,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. She felt it would help remind her of the amazing time that she spent in the Philippines.",Example: I need manila folders for my documents. Meaning: a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. She felt it would help remind her of the amazing time that she spent in the Philippines. a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp I need manila folders for my documents."
"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,She felt it would help remind her of the amazing time that she spent in the Philippines.,the capital and largest city of the Philippines; located on southern Luzon,I visited Manila last summer.,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. She felt it would help remind her of the amazing time that she spent in the Philippines.",Example: I visited Manila last summer. Meaning: the capital and largest city of the Philippines; located on southern Luzon,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. She felt it would help remind her of the amazing time that she spent in the Philippines. the capital and largest city of the Philippines; located on southern Luzon I visited Manila last summer."
"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,,a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,I need manila folders for my documents.,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes.",Example: I need manila folders for my documents. Meaning: a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. a strong paper or thin cardboard with a smooth light brown finish made from e.g. Manila hemp I need manila folders for my documents."
"   
Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day.",She wants her bedroom the color of his manila envelopes.,,the capital and largest city of the Philippines; located on southern Luzon,I visited Manila last summer.,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes.",Example: I visited Manila last summer. Meaning: the capital and largest city of the Philippines; located on southern Luzon,"Anna sat by the window, watching the rain gently fall against the glass. She had always admired his attention to detail in everything he did. Lately, she found herself inspired by the simple things he carried with him every day. She wants her bedroom the color of his manila envelopes. the capital and largest city of the Philippines; located on southern Luzon I visited Manila last summer."
"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Hopefully, the first time had loosened it.",to exert much effort or energy,We had to strain to listen.,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Hopefully, the first time had loosened it.",Example: We had to strain to listen. Meaning: to exert much effort or energy,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Hopefully, the first time had loosened it. to exert much effort or energy We had to strain to listen."
"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Hopefully, the first time had loosened it.",separate by passing through a sieve or other straining device to separate out coarser elements,Strain the pasta before serving.,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Hopefully, the first time had loosened it.",Example: Strain the pasta before serving. Meaning: separate by passing through a sieve or other straining device to separate out coarser elements,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Hopefully, the first time had loosened it. separate by passing through a sieve or other straining device to separate out coarser elements Strain the pasta before serving."
"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through.",to exert much effort or energy,We had to strain to listen.,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through.",Example: We had to strain to listen. Meaning: to exert much effort or energy,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through. to exert much effort or energy We had to strain to listen."
"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,"Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through.",separate by passing through a sieve or other straining device to separate out coarser elements,Strain the pasta before serving.,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through.",Example: Strain the pasta before serving. Meaning: separate by passing through a sieve or other straining device to separate out coarser elements,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. Tom grabbed the cloth and carefully poured the contents into the mesh, watching as the liquid filtered through. separate by passing through a sieve or other straining device to separate out coarser elements Strain the pasta before serving."
"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,,to exert much effort or energy,We had to strain to listen.,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time.",Example: We had to strain to listen. Meaning: to exert much effort or energy,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. to exert much effort or energy We had to strain to listen."
"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting.",It had already been strained before; this was now the second time.,,separate by passing through a sieve or other straining device to separate out coarser elements,Strain the pasta before serving.,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time.",Example: Strain the pasta before serving. Meaning: separate by passing through a sieve or other straining device to separate out coarser elements,"Tom stood in the dimly lit kitchen, staring at the stubborn lock on the cabinet. He had to open it, no matter how many times he had failed before. The situation had become urgent and he felt the pressure mounting. It had already been strained before; this was now the second time. separate by passing through a sieve or other straining device to separate out coarser elements Strain the pasta before serving."
The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"With the format sorted, they finally got to rest.",a set of data arranged in rows and columns,The report includes a detailed table.,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. With the format sorted, they finally got to rest.",Example: The report includes a detailed table. Meaning: a set of data arranged in rows and columns,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. With the format sorted, they finally got to rest. a set of data arranged in rows and columns The report includes a detailed table."
The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"With the format sorted, they finally got to rest.",a piece of furniture with tableware for a meal laid out on it,The table was set for dinner.,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. With the format sorted, they finally got to rest.",Example: The table was set for dinner. Meaning: a piece of furniture with tableware for a meal laid out on it,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. With the format sorted, they finally got to rest. a piece of furniture with tableware for a meal laid out on it The table was set for dinner."
The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"She put the chairs in front of each of them, ready for the audience's arrival.",a set of data arranged in rows and columns,The report includes a detailed table.,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. She put the chairs in front of each of them, ready for the audience's arrival.",Example: The report includes a detailed table. Meaning: a set of data arranged in rows and columns,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. She put the chairs in front of each of them, ready for the audience's arrival. a set of data arranged in rows and columns The report includes a detailed table."
The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,"She put the chairs in front of each of them, ready for the audience's arrival.",a piece of furniture with tableware for a meal laid out on it,The table was set for dinner.,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. She put the chairs in front of each of them, ready for the audience's arrival.",Example: The table was set for dinner. Meaning: a piece of furniture with tableware for a meal laid out on it,"The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. She put the chairs in front of each of them, ready for the audience's arrival. a piece of furniture with tableware for a meal laid out on it The table was set for dinner."
The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,,a set of data arranged in rows and columns,The report includes a detailed table.,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly.,Example: The report includes a detailed table. Meaning: a set of data arranged in rows and columns,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. a set of data arranged in rows and columns The report includes a detailed table.
The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect.,The tables were arranged neatly.,,a piece of furniture with tableware for a meal laid out on it,The table was set for dinner.,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly.,Example: The table was set for dinner. Meaning: a piece of furniture with tableware for a meal laid out on it,The team worked late into the night. John was busy preparing everything for the presentation. Sarah double-checked the layout to ensure everything was perfect. The tables were arranged neatly. a piece of furniture with tableware for a meal laid out on it The table was set for dinner.
"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,She was very pleased with her high result.,a number or letter indicating quality (especially of a student's performance),She got a high score on the test.,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. She was very pleased with her high result.",Example: She got a high score on the test. Meaning: a number or letter indicating quality (especially of a student's performance),"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. She was very pleased with her high result. a number or letter indicating quality (especially of a student's performance) She got a high score on the test."
"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,She was very pleased with her high result.,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,He analyzed the score of the symphony.,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. She was very pleased with her high result.",Example: He analyzed the score of the symphony. Meaning: a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. She was very pleased with her high result. a written form of a musical composition; parts for different instruments appear on separate staves on large pages He analyzed the score of the symphony."
"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,The composer was well known for his exceptional musical talent.,a number or letter indicating quality (especially of a student's performance),She got a high score on the test.,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. The composer was well known for his exceptional musical talent.",Example: She got a high score on the test. Meaning: a number or letter indicating quality (especially of a student's performance),"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. The composer was well known for his exceptional musical talent. a number or letter indicating quality (especially of a student's performance) She got a high score on the test."
"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,The composer was well known for his exceptional musical talent.,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,He analyzed the score of the symphony.,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. The composer was well known for his exceptional musical talent.",Example: He analyzed the score of the symphony. Meaning: a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. The composer was well known for his exceptional musical talent. a written form of a musical composition; parts for different instruments appear on separate staves on large pages He analyzed the score of the symphony."
"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,,a number or letter indicating quality (especially of a student's performance),She got a high score on the test.,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score.",Example: She got a high score on the test. Meaning: a number or letter indicating quality (especially of a student's performance),"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. a number or letter indicating quality (especially of a student's performance) She got a high score on the test."
"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance.",The music was very good; it had a good score.,,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,He analyzed the score of the symphony.,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score.",Example: He analyzed the score of the symphony. Meaning: a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"Emma had been preparing for the concert for weeks. She was both nervous and excited as she stepped onto the stage. The audience listened intently, eager to hear the performance. The music was very good; it had a good score. a written form of a musical composition; parts for different instruments appear on separate staves on large pages He analyzed the score of the symphony."
"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,"This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection.",a written form of a musical composition; parts for different instruments appear on separate staves on large pages,He analyzed the score of the symphony.,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection.",Example: He analyzed the score of the symphony. Meaning: a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection. a written form of a musical composition; parts for different instruments appear on separate staves on large pages He analyzed the score of the symphony."
"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,"This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection.",a large number or amount,She earned scores of compliments today.,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection.",Example: She earned scores of compliments today. Meaning: a large number or amount,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. This was because the manuscript was very creative and ambitious, and the orchestra really performed to perfection. a large number or amount She earned scores of compliments today."
"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,There was a huge improvement.,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,He analyzed the score of the symphony.,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. There was a huge improvement.",Example: He analyzed the score of the symphony. Meaning: a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. There was a huge improvement. a written form of a musical composition; parts for different instruments appear on separate staves on large pages He analyzed the score of the symphony."
"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,There was a huge improvement.,a large number or amount,She earned scores of compliments today.,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. There was a huge improvement.",Example: She earned scores of compliments today. Meaning: a large number or amount,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. There was a huge improvement. a large number or amount She earned scores of compliments today."
"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room.",They were impressed by the score.,,a written form of a musical composition; parts for different instruments appear on separate staves on large pages,He analyzed the score of the symphony.,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score.",Example: He analyzed the score of the symphony. Meaning: a written form of a musical composition; parts for different instruments appear on separate staves on large pages,"The orchestra had been practicing tirelessly for weeks. The day of the big concert finally arrived, and the theater was packed. As the conductor raised his baton, anticipation filled the room. They were impressed by the score. a written form of a musical composition; parts for different instruments appear on separate staves on large pages He analyzed the score of the symphony."
