precontext,sentence,ending,judged_meaning,example_sentence,text_only,meaning_only,text_plus_expl
"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled.",She wasn't capable of handling change.,She was unsure if she had paid the correct amount.,an event that occurs when something passes from one state or phase to another,The change improved the overall experience.,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change. She was unsure if she had paid the correct amount.",an event that occurs when something passes from one state or phase to another,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change. She was unsure if she had paid the correct amount. Explanation: an event that occurs when something passes from one state or phase to another"
"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled.",She wasn't capable of handling change.,She was unsure if she had paid the correct amount.,the balance of money received when the amount you tender is greater than the amount due,I received my change after paying.,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change. She was unsure if she had paid the correct amount.",the balance of money received when the amount you tender is greater than the amount due,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change. She was unsure if she had paid the correct amount. Explanation: the balance of money received when the amount you tender is greater than the amount due"
"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled.",She wasn't capable of handling change.,,an event that occurs when something passes from one state or phase to another,The change improved the overall experience.,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change.",an event that occurs when something passes from one state or phase to another,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change. Explanation: an event that occurs when something passes from one state or phase to another"
"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled.",She wasn't capable of handling change.,,the balance of money received when the amount you tender is greater than the amount due,I received my change after paying.,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change.",the balance of money received when the amount you tender is greater than the amount due,"Mary always seemed distant when things shifted suddenly. Yesterday, she had an uneasy chat with the cashier at the corner store. Their conversation left her feeling unsettled. She wasn't capable of handling change. Explanation: the balance of money received when the amount you tender is greater than the amount due"
"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble.","After the change, she noticed some coins left in the machine.","She reached out to take them, but noticed that her hand would no longer fit into the slot since it was now three times larger and covered in hair.",an event that occurs when something passes from one state or phase to another,The change improved the overall experience.,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. She reached out to take them, but noticed that her hand would no longer fit into the slot since it was now three times larger and covered in hair.",an event that occurs when something passes from one state or phase to another,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. She reached out to take them, but noticed that her hand would no longer fit into the slot since it was now three times larger and covered in hair. Explanation: an event that occurs when something passes from one state or phase to another"
"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble.","After the change, she noticed some coins left in the machine.","She reached out to take them, but noticed that her hand would no longer fit into the slot since it was now three times larger and covered in hair.",coins of small denomination regarded collectively,I found some change in my pocket.,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. She reached out to take them, but noticed that her hand would no longer fit into the slot since it was now three times larger and covered in hair.",coins of small denomination regarded collectively,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. She reached out to take them, but noticed that her hand would no longer fit into the slot since it was now three times larger and covered in hair. Explanation: coins of small denomination regarded collectively"
"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble.","After the change, she noticed some coins left in the machine.",Lila took the coins left in the vending machine and placed them in her purse.,an event that occurs when something passes from one state or phase to another,The change improved the overall experience.,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. Lila took the coins left in the vending machine and placed them in her purse.",an event that occurs when something passes from one state or phase to another,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. Lila took the coins left in the vending machine and placed them in her purse. Explanation: an event that occurs when something passes from one state or phase to another"
"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble.","After the change, she noticed some coins left in the machine.",Lila took the coins left in the vending machine and placed them in her purse.,coins of small denomination regarded collectively,I found some change in my pocket.,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. Lila took the coins left in the vending machine and placed them in her purse.",coins of small denomination regarded collectively,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. Lila took the coins left in the vending machine and placed them in her purse. Explanation: coins of small denomination regarded collectively"
"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble.","After the change, she noticed some coins left in the machine.",,an event that occurs when something passes from one state or phase to another,The change improved the overall experience.,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine.",an event that occurs when something passes from one state or phase to another,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. Explanation: an event that occurs when something passes from one state or phase to another"
"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble.","After the change, she noticed some coins left in the machine.",,coins of small denomination regarded collectively,I found some change in my pocket.,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine.",coins of small denomination regarded collectively,"Lila walked to the vending machine in the office break room. She fished through her purse, searching for her last bit of change. The machine was known to act up sometimes, often giving people trouble. After the change, she noticed some coins left in the machine. Explanation: coins of small denomination regarded collectively"
"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make.",They started to flag when they reached their destination.,"Their steps grew heavy, and their chatter faded to silence as the long day finally caught up with them.",become less intense,His enthusiasm began to flag.,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. Their steps grew heavy, and their chatter faded to silence as the long day finally caught up with them.",become less intense,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. Their steps grew heavy, and their chatter faded to silence as the long day finally caught up with them. Explanation: become less intense"
"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make.",They started to flag when they reached their destination.,"Their steps grew heavy, and their chatter faded to silence as the long day finally caught up with them.",communicate or signal with a flag,He raised the flag to signal help.,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. Their steps grew heavy, and their chatter faded to silence as the long day finally caught up with them.",communicate or signal with a flag,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. Their steps grew heavy, and their chatter faded to silence as the long day finally caught up with them. Explanation: communicate or signal with a flag"
"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make.",They started to flag when they reached their destination.,This was to communicate that they'd arrived safely.,become less intense,His enthusiasm began to flag.,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. This was to communicate that they'd arrived safely.",become less intense,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. This was to communicate that they'd arrived safely. Explanation: become less intense"
"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make.",They started to flag when they reached their destination.,This was to communicate that they'd arrived safely.,communicate or signal with a flag,He raised the flag to signal help.,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. This was to communicate that they'd arrived safely.",communicate or signal with a flag,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. This was to communicate that they'd arrived safely. Explanation: communicate or signal with a flag"
"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make.",They started to flag when they reached their destination.,,become less intense,His enthusiasm began to flag.,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination.",become less intense,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. Explanation: become less intense"
"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make.",They started to flag when they reached their destination.,,communicate or signal with a flag,He raised the flag to signal help.,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination.",communicate or signal with a flag,"Tom and Lisa set out on their long journey early in the morning. Along the way, they felt eager and full of energy. As they traveled, they carried a small flag for any signals they might need to make. They started to flag when they reached their destination. Explanation: communicate or signal with a flag"
"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin.",The man on the top of the hill had visibly started to flag.,"But then, once he reached the peak of the hill, he felt a euphoria knowing that half of the race was behind him. This then gave him a renewed enthusiasm to finish what he had started.",become less intense,His enthusiasm began to flag.,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. But then, once he reached the peak of the hill, he felt a euphoria knowing that half of the race was behind him. This then gave him a renewed enthusiasm to finish what he had started.",become less intense,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. But then, once he reached the peak of the hill, he felt a euphoria knowing that half of the race was behind him. This then gave him a renewed enthusiasm to finish what he had started. Explanation: become less intense"
"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin.",The man on the top of the hill had visibly started to flag.,"But then, once he reached the peak of the hill, he felt a euphoria knowing that half of the race was behind him. This then gave him a renewed enthusiasm to finish what he had started.",communicate or signal with a flag,He raised the flag to signal help.,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. But then, once he reached the peak of the hill, he felt a euphoria knowing that half of the race was behind him. This then gave him a renewed enthusiasm to finish what he had started.",communicate or signal with a flag,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. But then, once he reached the peak of the hill, he felt a euphoria knowing that half of the race was behind him. This then gave him a renewed enthusiasm to finish what he had started. Explanation: communicate or signal with a flag"
"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin.",The man on the top of the hill had visibly started to flag.,"With that, the timer started, and the hunt began.",become less intense,His enthusiasm began to flag.,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. With that, the timer started, and the hunt began.",become less intense,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. With that, the timer started, and the hunt began. Explanation: become less intense"
"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin.",The man on the top of the hill had visibly started to flag.,"With that, the timer started, and the hunt began.",communicate or signal with a flag,He raised the flag to signal help.,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. With that, the timer started, and the hunt began.",communicate or signal with a flag,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. With that, the timer started, and the hunt began. Explanation: communicate or signal with a flag"
"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin.",The man on the top of the hill had visibly started to flag.,,become less intense,His enthusiasm began to flag.,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag.",become less intense,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. Explanation: become less intense"
"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin.",The man on the top of the hill had visibly started to flag.,,communicate or signal with a flag,He raised the flag to signal help.,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag.",communicate or signal with a flag,"Tom and Jerry arrived at the park early in the morning. They had spent the night planning their fun scavenger hunt. With the map in hand, they looked up at the hill, eager to begin. The man on the top of the hill had visibly started to flag. Explanation: communicate or signal with a flag"
"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son.",He spoke about his late son at a wedding.,"He apologized for him, making the joke that his son liked to be fashionable.",after the expected or usual time; delayed,He arrived late to the meeting.,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. He apologized for him, making the joke that his son liked to be fashionable.",after the expected or usual time; delayed,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. He apologized for him, making the joke that his son liked to be fashionable. Explanation: after the expected or usual time; delayed"
"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son.",He spoke about his late son at a wedding.,"He apologized for him, making the joke that his son liked to be fashionable.",having died recently,I visited her late brother's grave.,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. He apologized for him, making the joke that his son liked to be fashionable.",having died recently,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. He apologized for him, making the joke that his son liked to be fashionable. Explanation: having died recently"
"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son.",He spoke about his late son at a wedding.,"Even though his son had passed, John felt he was still with him.",after the expected or usual time; delayed,He arrived late to the meeting.,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. Even though his son had passed, John felt he was still with him.",after the expected or usual time; delayed,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. Even though his son had passed, John felt he was still with him. Explanation: after the expected or usual time; delayed"
"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son.",He spoke about his late son at a wedding.,"Even though his son had passed, John felt he was still with him.",having died recently,I visited her late brother's grave.,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. Even though his son had passed, John felt he was still with him.",having died recently,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. Even though his son had passed, John felt he was still with him. Explanation: having died recently"
"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son.",He spoke about his late son at a wedding.,,after the expected or usual time; delayed,He arrived late to the meeting.,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding.",after the expected or usual time; delayed,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. Explanation: after the expected or usual time; delayed"
"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son.",He spoke about his late son at a wedding.,,having died recently,I visited her late brother's grave.,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding.",having died recently,"John received an invitation to his friend Mark's wedding. On the day, he arrived a bit later than planned due to heavy traffic. Once there, he felt a pang of emotion seeing an old photo of his son. He spoke about his late son at a wedding. Explanation: having died recently"
"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV.",The reception was not very good.,This is because most people in the wedding party were very rude and unfriendly.,a formal party of people; as after a wedding,The wedding reception was beautifully decorated.,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. This is because most people in the wedding party were very rude and unfriendly.",a formal party of people; as after a wedding,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. This is because most people in the wedding party were very rude and unfriendly. Explanation: a formal party of people; as after a wedding"
"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV.",The reception was not very good.,This is because most people in the wedding party were very rude and unfriendly.,quality or fidelity of a received broadcast,The reception of the radio broadcast was poor.,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. This is because most people in the wedding party were very rude and unfriendly.",quality or fidelity of a received broadcast,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. This is because most people in the wedding party were very rude and unfriendly. Explanation: quality or fidelity of a received broadcast"
"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV.",The reception was not very good.,"The screen was fuzzy and the sound kept breaking up, so he decided to read a book instead.",a formal party of people; as after a wedding,The wedding reception was beautifully decorated.,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. The screen was fuzzy and the sound kept breaking up, so he decided to read a book instead.",a formal party of people; as after a wedding,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. The screen was fuzzy and the sound kept breaking up, so he decided to read a book instead. Explanation: a formal party of people; as after a wedding"
"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV.",The reception was not very good.,"The screen was fuzzy and the sound kept breaking up, so he decided to read a book instead.",quality or fidelity of a received broadcast,The reception of the radio broadcast was poor.,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. The screen was fuzzy and the sound kept breaking up, so he decided to read a book instead.",quality or fidelity of a received broadcast,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. The screen was fuzzy and the sound kept breaking up, so he decided to read a book instead. Explanation: quality or fidelity of a received broadcast"
"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV.",The reception was not very good.,,a formal party of people; as after a wedding,The wedding reception was beautifully decorated.,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good.",a formal party of people; as after a wedding,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. Explanation: a formal party of people; as after a wedding"
"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV.",The reception was not very good.,,quality or fidelity of a received broadcast,The reception of the radio broadcast was poor.,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good.",quality or fidelity of a received broadcast,"John arrived at the hotel just before sunset. He checked in and went to his room, eager to relax. After unpacking a few things, he decided to test the TV. The reception was not very good. Explanation: quality or fidelity of a received broadcast"
"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go.",They were disappointed by the reception at the venue.,Only a handful of people had shown up.,a formal party of people; as after a wedding,The wedding reception was beautifully decorated.,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. Only a handful of people had shown up.",a formal party of people; as after a wedding,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. Only a handful of people had shown up. Explanation: a formal party of people; as after a wedding"
"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go.",They were disappointed by the reception at the venue.,Only a handful of people had shown up.,quality or fidelity of a received broadcast,The reception of the radio broadcast was poor.,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. Only a handful of people had shown up.",quality or fidelity of a received broadcast,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. Only a handful of people had shown up. Explanation: quality or fidelity of a received broadcast"
"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go.",They were disappointed by the reception at the venue.,They requested a refund and asked to speak with a manager.,a formal party of people; as after a wedding,The wedding reception was beautifully decorated.,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. They requested a refund and asked to speak with a manager.",a formal party of people; as after a wedding,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. They requested a refund and asked to speak with a manager. Explanation: a formal party of people; as after a wedding"
"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go.",They were disappointed by the reception at the venue.,They requested a refund and asked to speak with a manager.,quality or fidelity of a received broadcast,The reception of the radio broadcast was poor.,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. They requested a refund and asked to speak with a manager.",quality or fidelity of a received broadcast,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. They requested a refund and asked to speak with a manager. Explanation: quality or fidelity of a received broadcast"
"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go.",They were disappointed by the reception at the venue.,,a formal party of people; as after a wedding,The wedding reception was beautifully decorated.,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue.",a formal party of people; as after a wedding,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. Explanation: a formal party of people; as after a wedding"
"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go.",They were disappointed by the reception at the venue.,,quality or fidelity of a received broadcast,The reception of the radio broadcast was poor.,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue.",quality or fidelity of a received broadcast,"The band had been looking forward to the event for weeks. They arrived at the venue with their equipment, ready to perform. Everyone was eager to see how things would go. They were disappointed by the reception at the venue. Explanation: quality or fidelity of a received broadcast"
"James had been nervous all week. His opportunity had finally arrived, and he knew everyone would be watching. The moment was critical for him to make a good impression.",The reception he received was better than he had expected.,So many people had turned out to wish him well.,a formal party of people; as after a wedding,The wedding reception was beautifully decorated.,"James had been nervous all week. His opportunity had finally arrived, and he knew everyone would be watching. The moment was critical for him to make a good impression. The reception he received was better than he had expected. So many people had turned out to wish him well.",a formal party of people; as after a wedding,"James had been nervous all week. His opportunity had finally arrived, and he knew everyone would be watching. The moment was critical for him to make a good impression. The reception he received was better than he had expected. So many people had turned out to wish him well. Explanation: a formal party of people; as after a wedding"
"James had been nervous all week. His opportunity had finally arrived, and he knew everyone would be watching. The moment was critical for him to make a good impression.",The reception he received was better than he had expected.,So many people had turned out to wish him well.,(American football) the act of catching a pass in football,The wide receiver made an excellent reception.,"James had been nervous all week. His opportunity had finally arrived, and he knew everyone would be watching. The moment was critical for him to make a good impression. The reception he received was better than he had expected. So many people had turned out to wish him well.",(American football) the act of catching a pass in football,"James had been nervous all week. His opportunity had finally arrived, and he knew everyone would be watching. The moment was critical for him to make a good impression. The reception he received was better than he had expected. So many people had turned out to wish him well. Explanation: (American football) the act of catching a pass in football"
